ISSN	Título	Área de Avaliação	Estrato
00050423	AUSTRALIAN VETERINARY JOURNAL	MEDICINA VETERINÁRIA                              	A2
00051098	AUTOMATICA (OXFORD)	CIÊNCIA DA COMPUTAÇÃO                             	A1
00052086	AVIAN DISEASES	CIÊNCIAS BIOLÓGICAS I                             	A3
00052728	BIOCHIMICA ET BIOPHYSICA ACTA. BIOENERGETICS	BIOTECNOLOGIA                                     	A1
00052736	BIOCHIMICA ET BIOPHYSICA ACTA. BIOMEMBRANES	ASTRONOMIA / FÍSICA                               	A1
00056227	BAT RESEARCH NEWS	BIODIVERSIDADE	C
0005772X	BEE WORLD	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
00057916	JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY	MEDICINA II                                       	A2
00057959	BEHAVIOUR (LEIDEN. PRINT)	BIODIVERSIDADE	A3
00059366	BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT (1946)	BIOTECNOLOGIA                                     	B3
00060089	BETTER CROPS WITH PLANT FOOD	CIÊNCIAS AGRÁRIAS I                               	B4
0006291X	BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS (PRINT)	ASTRONOMIA / FÍSICA                               	A2
00062928	BIOCHEMICAL GENETICS	BIODIVERSIDADE	A3
00062952	BIOCHEMICAL PHARMACOLOGY	BIODIVERSIDADE	A1
00062960	BIOCHEMISTRY (EASTON)	ASTRONOMIA / FÍSICA                               	A1
00062979	BIOCHEMISTRY (NEW YORK)	CIÊNCIAS BIOLÓGICAS I                             	B2
00063002	BIOCHIMICA ET BIOPHYSICA ACTA - G, GENERAL SUBJECT	CIÊNCIAS BIOLÓGICAS II                            	A1
00063088	BIOLOGIA (BRATISLAVA)	BIODIVERSIDADE	B1
00063134	BIOLOGIA PLANTARUM (PRAHA)	BIODIVERSIDADE	A2
00063185	THE BIOLOGICAL BULLETIN (LANCASTER)	BIODIVERSIDADE	A3
00063207	BIOLOGICAL CONSERVATION	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00063223	BIOLOGICAL PSYCHIATRY (1969)	ASTRONOMIA / FÍSICA                               	A1
0006324X	PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON	BIODIVERSIDADE	A4
00063363	BIOLOGY OF REPRODUCTION	BIOTECNOLOGIA                                     	A1
00063398	BIOMEDICAL ENGINEERING	EDUCAÇÃO FÍSICA                                   	B1
0006341X	BIOMETRICS (WASHINGTON)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A2
00063495	BIOPHYSICAL JOURNAL (PRINT)	ASTRONOMIA / FÍSICA                               	A1
00063525	BIOPOLYMERS (NEW YORK. PRINT)	BIOTECNOLOGIA                                     	A2
00063568	BIOSCIENCE (WASHINGTON. PRINT)	BIODIVERSIDADE	A1
00063592	BIOTECHNOLOGY AND BIOENGINEERING (PRINT)	BIOTECNOLOGIA                                     	A2
00063606	BIOTROPICA (LAWRENCE, KS)	ASTRONOMIA / FÍSICA                               	A2
00063657	BIRD STUDY	BIODIVERSIDADE	A4
00063835	BIT NUMERICAL MATHEMATICS	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A3
00064246	BLACK SCHOLAR	SOCIOLOGIA                                        	A2
00064971	BLOOD (PHILADELPHIA, PA)	CIÊNCIAS BIOLÓGICAS I                             	A1
00065218	BLUMENAU EM CADERNOS	ENSINO	B4
0006579X	BOIS ET FORÊTS DES TROPIQUES	CIÊNCIAS AGRÁRIAS I                               	B2
00065943	BOLETIM DE PSICOLOGIA	FARMÁCIA                                          	A4
00066079	BOLETIM PAULISTA DE GEOGRAFIA	GEOGRAFIA                                         	A1
00066729	BOLLETTINO DI GEOFISICA TEORICA ED APPLICATA	GEOCIÊNCIAS                                       	B1
00068055	BOTANICA MARINA (PRINT)	BIODIVERSIDADE	A4
00068101	THE BOTANICAL REVIEW	BIODIVERSIDADE	A2
00068314	BOUNDARY - LAYER METEOROLOGY	ASTRONOMIA / FÍSICA                               	A2
00068705	BRAGANTIA (SÃO PAULO, SP. IMPRESSO)	ASTRONOMIA / FÍSICA                               	A3
00068950	BRAIN (LONDON. PRINT)	BIOTECNOLOGIA                                     	A1
00068977	BRAIN, BEHAVIOR AND EVOLUTION	MEDICINA II                                       	A2
00068993	BRAIN RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00069248	BRATISLAVA MEDICAL JOURNAL	MEDICINA II                                       	B1
00070610	BRITISH DENTAL JOURNAL	CIÊNCIAS BIOLÓGICAS I                             	B1
0007070X	BRITISH FOOD JOURNAL (1966)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
0007084X	JBIS. JOURNAL OF THE BRITISH INTERPLANETARY SOCIETY	ENGENHARIAS III                                   	B2
00070874	BRITISH JOURNAL FOR THE HISTORY OF SCIENCE	ENSINO	A3
00070912	BRITISH JOURNAL OF ANAESTHESIA	CIÊNCIAS BIOLÓGICAS II                            	A1
00070920	BRITISH JOURNAL OF CANCER	BIOTECNOLOGIA                                     	A1
00070963	BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT)	BIOTECNOLOGIA                                     	A1
00071013	BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY (PRINT)	CIÊNCIA DA COMPUTAÇÃO                             	A1
00071048	BRITISH JOURNAL OF HAEMATOLOGY (PRINT)	BIOTECNOLOGIA                                     	A1
00071102	BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY	PSICOLOGIA                                        	B1
00071145	BRITISH JOURNAL OF NUTRITION	ASTRONOMIA / FÍSICA                               	A1
00071161	BRITISH JOURNAL OF OPHTHALMOLOGY	CIÊNCIAS BIOLÓGICAS I                             	A1
00071188	BRITISH JOURNAL OF PHARMACOLOGY	BIOTECNOLOGIA                                     	A1
00071250	BRITISH JOURNAL OF PSYCHIATRY (PRINT)	CIÊNCIAS BIOLÓGICAS II                            	A1
00071269	BRITISH JOURNAL OF PSYCHOLOGY (1953)	CIÊNCIAS BIOLÓGICAS II                            	A1
00071285	BRITISH JOURNAL OF RADIOLOGY	ENGENHARIAS II                                    	A3
00071315	BRITISH JOURNAL OF SOCIOLOGY (PRINT)	HISTÓRIA                                          	A1
00071323	BRITISH JOURNAL OF SURGERY (PRINT)	CIÊNCIAS BIOLÓGICAS II                            	A1
00071595	BULLETIN OF THE BRITISH ORNITHOLOGISTS' CLUB	BIODIVERSIDADE	B3
00071668	BRITISH POULTRY SCIENCE (PRINT)	BIOTECNOLOGIA                                     	A2
0007196X	BRITTONIA (BRONX, N.Y.)	BIODIVERSIDADE	B1
00072745	THE BRYOLOGIST (COLLEGE STATION, TX)	BIODIVERSIDADE	A3
00074403	BULLETIN DE PSYCHOLOGIE	PSICOLOGIA                                        	B2
00074497	BULLETIN DES SCIENCES MATHÉMATIQUES (PARIS. 1885)	ECONOMIA                                          	A3
00074624	BULLETIN FOR INTERNATIONAL TAXATION	DIREITO                                           	A4
00074853	BULLETIN OF ENTOMOLOGICAL RESEARCH	BIODIVERSIDADE	A2
00074861	BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	BIODIVERSIDADE	A4
00074977	BULLETIN OF MARINE SCIENCE	BIODIVERSIDADE	A4
00075027	LABORATORY MEDICINE	MEDICINA I                                        	B2
00075167	BULLETIN OF ZOOLOGICAL NOMENCLATURE	BIODIVERSIDADE	B4
00076287	BURLINGTON MAGAZINE	ARTES	B1
00076503	BUSINESS & SOCIETY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00076791	BUSINESS HISTORY	HISTÓRIA                                          	A1
00076813	BUSINESS HORIZONS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00077720	CANADIAN REVIEW OF AMERICAN STUDIES	SAÚDE COLETIVA                                    	B3
00078506	CIRP ANNALS	ENGENHARIAS III                                   	A1
00079421	CADERNOS DE BIBLIOTECONOMIA, ARQUIVISTICA E DOCUMENTACAO	CIÊNCIAS BIOLÓGICAS III                           	B1
00079723	CAHIERS DE BIOLOGIE MARINE	BIODIVERSIDADE	B2
0007974X	CAHIERS DE DROIT (QUÉBEC)	DIREITO                                           	A2
00079820	CAHIERS DE LA PUÉRICULTRICE	MEDICINA II                                       	C
00080365	LES CAHIERS NATURALISTES	LINGUíSTICA E LITERATURA	C
00080624	CALCOLO (ROMA. TESTO STAMPATO)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A2
00081256	CALIFORNIA MANAGEMENT REVIEW	CIÊNCIAS AGRÁRIAS I                               	A1
0008347X	CANADIAN ENTOMOLOGIST	BIODIVERSIDADE	A3
0008350X	CANADIAN FAMILY PHYSICIAN	ENSINO	A2
00083674	CANADIAN GEOTECHNICAL JOURNAL (PRINT)	ENGENHARIAS I                                     	A1
00083984	CANADIAN JOURNAL OF ANIMAL SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
00084026	CANADIAN JOURNAL OF BOTANY	CIÊNCIAS AGRÁRIAS I                               	B4
00084034	CANADIAN JOURNAL OF CHEMICAL ENGINEERING	BIODIVERSIDADE	A3
00084042	CANADIAN JOURNAL OF CHEMISTRY (PRINT)	CIÊNCIAS AGRÁRIAS I                               	A4
00084077	CANADIAN JOURNAL OF EARTH SCIENCES (PRINT)	GEOCIÊNCIAS                                       	A3
00084085	CANADIAN JOURNAL OF ECONOMICS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00084131	CANADIAN JOURNAL OF LINGUISTICS	LINGUíSTICA E LITERATURA	A2
0008414X	CANADIAN JOURNAL OF MATHEMATICS	ENSINO	A3
00084166	CANADIAN JOURNAL OF MICROBIOLOGY (PRINT)	ASTRONOMIA / FÍSICA                               	B1
00084174	CANADIAN JOURNAL OF OCCUPATIONAL THERAPY (1939)	EDUCAÇÃO                                          	A3
00084182	CANADIAN JOURNAL OF OPHTHALMOLOGY	MEDICINA II                                       	B1
00084204	CANADIAN JOURNAL OF PHYSICS (PRINT)	ASTRONOMIA / FÍSICA                               	B1
00084212	CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY (PRINT)	BIODIVERSIDADE	B1
00084220	CANADIAN JOURNAL OF PLANT SCIENCE	CIÊNCIAS AGRÁRIAS I                               	A4
00084263	CANADIAN JOURNAL OF PUBLIC HEALTH	ENFERMAGEM                                        	A4
00084271	CANADIAN JOURNAL OF SOIL SCIENCE	CIÊNCIAS AGRÁRIAS I                               	A4
0008428X	CANADIAN JOURNAL OF SURGERY	MEDICINA III                                      	A3
00084301	CANADIAN JOURNAL OF ZOOLOGY (PRINT)	BIODIVERSIDADE	A4
00084395	CANADIAN MATHEMATICAL BULLETIN	CIÊNCIA DA COMPUTAÇÃO                             	A4
00084433	CANADIAN METALLURGICAL QUARTERLY	ENGENHARIAS II                                    	A3
00084476	CANADIAN MINERALOGIST	CIÊNCIAS AMBIENTAIS	A4
00084506	CANADIAN MODERN LANGUAGE REVIEW	ENSINO	A2
00084549	THE CANADIAN MUSIC EDUCATOR	ARTES	A2
00085030	JOURNAL - CANADIAN SOCIETY OF FORENSIC SCIENCE	CIÊNCIAS BIOLÓGICAS I                             	B2
00085286	CANADIAN VETERINARY JOURNAL	CIÊNCIAS BIOLÓGICAS I                             	B1
0008543X	CANCER (PRINT)	CIÊNCIAS BIOLÓGICAS I                             	A1
00085472	CANCER RESEARCH (CHICAGO, ILL.)	BIOTECNOLOGIA                                     	A1
00086215	CARBOHYDRATE RESEARCH (CHICAGO, ILL.. PRINT)	BIOTECNOLOGIA                                     	A4
00086223	CARBON (NEW YORK)	ASTRONOMIA / FÍSICA                               	A1
00086312	CARDIOLOGY (BASEL)	BIOTECNOLOGIA                                     	A4
00086363	CARDIOVASCULAR RESEARCH	BIODIVERSIDADE	A1
00086568	CARIES RESEARCH	BIOTECNOLOGIA                                     	A1
00087041	CARTOGRAPHIC JOURNAL	GEOCIÊNCIAS                                       	A4
00087114	CARYOLOGIA (FIRENZE)	BIODIVERSIDADE	A4
00087157	CASA DE LAS AMÉRICAS	HISTÓRIA                                          	A3
00088749	CELLULAR IMMUNOLOGY (PRINT)	BIODIVERSIDADE	A3
00088846	CEMENT AND CONCRETE RESEARCH	ARQUITETURA, URBANISMO E DESIGN	A1
00088994	CENTAURUS (COPENHAGEN)	ENSINO	B1
00090352	CEREAL CHEMISTRY	BIOTECNOLOGIA                                     	A4
00092363	CHEMICAL AND PHARMACEUTICAL BULLETIN	CIÊNCIAS BIOLÓGICAS I                             	A4
00092509	CHEMICAL ENGINEERING SCIENCE	ASTRONOMIA / FÍSICA                               	A1
00092541	CHEMICAL GEOLOGY	ASTRONOMIA / FÍSICA                               	A1
00092614	CHEMICAL PHYSICS LETTERS (PRINT)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
00092665	CHEMICAL REVIEWS	ASTRONOMIA / FÍSICA                               	A1
00092673	BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN	ASTRONOMIA / FÍSICA                               	A2
00092797	CHEMICO-BIOLOGICAL INTERACTIONS (PRINT)	ASTRONOMIA / FÍSICA                               	A2
00092819	CHEMIE DER ERDE	BIOTECNOLOGIA                                     	A2
0009286X	CHEMIEINGENIEURTECHNIK (WEINHEIM)	ENGENHARIAS II                                    	B1
00093084	CHEMISTRY AND PHYSICS OF LIPIDS (PRINT)	ASTRONOMIA / FÍSICA                               	A3
00093122	CHEMISTRY OF HETEROCYCLIC COMPOUNDS (NEW YORK, N.Y. 1965)	BIOTECNOLOGIA                                     	B2
00093130	CHEMISTRY OF NATURAL COMPOUNDS	BIODIVERSIDADE	B2
00093920	CHILD DEVELOPMENT	PSICOLOGIA                                        	A1
0009398X	CHILD PSYCHIATRY AND HUMAN DEVELOPMENT	CIÊNCIAS BIOLÓGICAS II                            	A2
00095893	CHROMATOGRAPHIA (WIESBADEN)	BIODIVERSIDADE	B1
00095915	CHROMOSOMA (BERLIN. PRINT)	BIODIVERSIDADE	A2
00096725	CIÊNCIA E CULTURA	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
0009725X	RENDICONTI DEL CIRCOLO MATEMATICO DI PALERMO (TESTO STAMPATO)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A4
00097322	CIRCULATION (NEW YORK, N.Y.)	CIÊNCIAS BIOLÓGICAS I                             	A1
00097330	CIRCULATION RESEARCH	CIÊNCIAS BIOLÓGICAS II                            	A1
00098078	CIVIL WAR HISTORY (PRINT)	HISTÓRIA                                          	B4
00098140	CIVILISATIONS (BRUXELLES)	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
00098167	LA CIVILTÀ CATTOLICA	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	A1
00098353	THE CLASSICAL JOURNAL (CLASSICAL ASSOCIATION OF THE MIDDLE WEST AND SOUTH)	LINGUíSTICA E LITERATURA	A2
0009837X	CLASSICAL PHILOLOGY	LINGUíSTICA E LITERATURA	A2
00098388	CLASSICAL QUARTERLY	FILOSOFIA	A2
0009840X	CLASSICAL REVIEW	FILOSOFIA	B1
00098558	CLAY MINERALS (PRINT)	CIÊNCIAS AGRÁRIAS I                               	A4
00098604	CLAYS AND CLAY MINERALS	BIOTECNOLOGIA                                     	A3
00098981	CLÍNICA CHIMICA ACTA	BIOTECNOLOGIA                                     	A3
00099104	CLINICAL AND EXPERIMENTAL IMMUNOLOGY (PRINT)	BIOTECNOLOGIA                                     	A3
00099120	CLINICAL BIOCHEMISTRY	BIOTECNOLOGIA                                     	A4
00099147	CLINICAL CHEMISTRY (BALTIMORE, MD.)	MEDICINA I                                        	A1
00099163	CLINICAL GENETICS	CIÊNCIAS BIOLÓGICAS I                             	A2
00099201	CLINICAL OBSTETRICS AND GYNECOLOGY	MEDICINA III                                      	A4
0009921X	CLINICAL ORTHOPAEDICS AND RELATED RESEARCH	CIÊNCIAS BIOLÓGICAS II                            	A1
00099228	CLINICAL PEDIATRICS	CIÊNCIAS BIOLÓGICAS I                             	B1
00099236	CLINICAL PHARMACOLOGY AND THERAPEUTICS	CIÊNCIAS AMBIENTAIS	A1
00099260	CLINICAL RADIOLOGY (HARLOW. PRINT)	MEDICINA I                                        	A3
00100277	COGNITION (THE HAGUE)	DIREITO                                           	A1
00100285	COGNITIVE PSYCHOLOGY (PRINT)	PSICOLOGIA                                        	A1
0010065X	THE COLEOPTERISTS BULLETIN	BIODIVERSIDADE	B2
00100757	COLLECTANEA MATHEMATICA	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A3
00100870	COLLEGE & RESEARCH LIBRARIES	COMUNICAÇÃO E INFORMAÇÃO	A1
00101335	LETRAS DE HOJE	HISTÓRIA                                          	A1
00101354	COLLOQUIUM MATHEMATICUM	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B1
00101451	COLOQUIO: LETRAS	INTERDISCIPLINAR                                  	B1
00101931	COLUMBIA JOURNAL OF TRANSNATIONAL LAW	DIREITO                                           	A1
00102180	COMBUSTION AND FLAME	ASTRONOMIA / FÍSICA                               	A1
00102202	COMBUSTION SCIENCE AND TECHNOLOGY	ENGENHARIAS I                                     	A3
00102571	COMMENTARII MATHEMATICI HELVETICI (PRINTED ED.)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00102628	COMMENTATIONES MATHEMATICAE UNIVERSITATIS CAROLINAE (PRINT)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B3
00103616	COMMUNICATIONS IN MATHEMATICAL PHYSICS	ASTRONOMIA / FÍSICA                               	A1
00103624	COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
00103640	COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS (PRINT)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00103802	COMMUNITY DEVELOPMENT JOURNAL	GEOGRAFIA                                         	A2
00103853	COMMUNITY MENTAL HEALTH JOURNAL	BIOTECNOLOGIA                                     	A2
00104124	COMPARATIVE LITERATURE	LINGUíSTICA E LITERATURA	A2
00104132	COMPARATIVE LITERATURE STUDIES (URBANA)	EDUCAÇÃO                                          	A2
00104140	COMPARATIVE POLITICAL STUDIES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00104159	COMPARATIVE POLITICS	ECONOMIA                                          	A2
0010437X	COMPOSITIO MATHEMATICA (PRINT)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
0010440X	COMPREHENSIVE PSYCHIATRY (PRINT)	ANTROPOLOGIA / ARQUEOLOGIA                        	A3
00104485	COMPUTER AIDED DESIGN	CIÊNCIA DA COMPUTAÇÃO                             	A2
00104620	COMPUTER JOURNAL (PRINT)	CIÊNCIA DA COMPUTAÇÃO                             	A3
00104655	COMPUTER PHYSICS COMMUNICATIONS	ASTRONOMIA / FÍSICA                               	A2
00104825	COMPUTERS IN BIOLOGY AND MEDICINE	ASTRONOMIA / FÍSICA                               	A2
0010485X	COMPUTING	CIÊNCIA DA COMPUTAÇÃO                             	A1
00105236	CONCILIUM ENGLISH EDITION	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	A2
00105422	THE CONDOR (LOS ANGELES, CALIF.)	BIODIVERSIDADE	A1
00105937	CONJUNTO	ARTES	B3
00107212	CONTADURÍA Y ADMINISTRACIÓN	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00107514	CONTEMPORARY PHYSICS (PRINT)	CIÊNCIA DA COMPUTAÇÃO                             	A1
00107824	CONTRACEPTION (STONEHAM)	MEDICINA I                                        	A1
00107999	CONTRIBUTIONS TO MINERALOGY AND PETROLOGY	GEOCIÊNCIAS                                       	A1
00108367	COOPERATION AND CONFLICT	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A1
00108545	COORDINATION CHEMISTRY REVIEWS (PRINT)	ASTRONOMIA / FÍSICA                               	A1
00108812	CORNELL INTERNATIONAL LAW JOURNAL	ASTRONOMIA / FÍSICA                               	A1
00109312	CORROSION (HOUSTON, TEX.)	ASTRONOMIA / FÍSICA                               	A2
0010938X	CORROSION SCIENCE	ASTRONOMIA / FÍSICA                               	A1
00109452	CORTEX (MILANO. TESTO STAMPATO)	CIÊNCIAS BIOLÓGICAS II                            	A1
00110000	THE COUNSELING PSYCHOLOGIST	PSICOLOGIA                                        	A3
00111287	CRIME AND DELINQUENCY	INTERDISCIPLINAR                                  	A1
0011152X	CRITICA MARXISTA (ROMA)	EDUCAÇÃO                                          	B3
00111546	LA CRITICA SOCIOLOGICA	SOCIOLOGIA                                        	B4
0011183X	CROP SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00111953	CROSS CURRENTS	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	A1
0011216X	CRUSTACEANA (LEIDEN. PRINT)	BIODIVERSIDADE	B2
00112240	CRYOBIOLOGY (PRINT)	BIODIVERSIDADE	A2
00112275	CRYOGENICS (GUILDFORD)	ASTRONOMIA / FÍSICA                               	A4
00112356	CUADERNOS AMERICANOS	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	B3
0011250X	CUADERNOS HISPANOAMERICANOS	COMUNICAÇÃO E INFORMAÇÃO	A3
00113204	CURRENT ANTHROPOLOGY	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00113891	CURRENT SCIENCE (BANGALORE)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
00113905	CURRENT SCIENCE (MIDDLETOWN)	MEDICINA I                                        	C
00113921	CURRENT SOCIOLOGY (PRINT)	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A1
00114545	CYTOLOGIA	BIODIVERSIDADE	B1
00114553	JOURNAL OF STOMATOLOGY	ODONTOLOGIA                                       	B4
00114642	CZECHOSLOVAK MATHEMATICAL JOURNAL (PRAGUE, PRINT)	ENGENHARIAS IV                                    	B2
00115258	DADOS (RIO DE JANEIRO. IMPRESSO)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00115266	DAEDALUS (CAMBRIDGE)	DIREITO                                           	A1
00116793	DARWINIANA	BIODIVERSIDADE	B3
0011748X	DEFENCE SCIENCE JOURNAL	ENGENHARIAS III                                   	B2
00117641	A DEFESA NACIONAL	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	B2
00118524	DENTAL CADMOS	ODONTOLOGIA                                       	B4
00118532	THE DENTAL CLINICS OF NORTH AMERICA	ODONTOLOGIA                                       	A2
